SEMAFORO,SITIO,ORGANISMO_DE_CUENCA,ESTADO,MUNICIPIO,ACUIFERO,SUBTIPO,LONGITUD,LATITUD,ALC_mg/L,CONDUCT_mS/cm,SDT_M_mg/L,FLUORUROS_mg/L,DUR_mg/L,COLI_FEC_NMP/100_mL,N_NO3_mg/L,AS_TOT_mg/L,CD_TOT_mg/L,CR_TOT_mg/L,HG_TOT_mg/L,PB_TOT_mg/L,MN_TOT_mg/L,FE_TOT_mg/L,CONTAMINANTES,CUMPLE_CON_ALC,CUMPLE_CON_COND,CUMPLE_CON_SDT_ra,CUMPLE_CON_SDT_salin,CUMPLE_CON_FLUO,CUMPLE_CON_DUR,CUMPLE_CON_CF,CUMPLE_CON_NO3,CUMPLE_CON_AS,CUMPLE_CON_CD,CUMPLE_CON_CR,CUMPLE_CON_HG,CUMPLE_CON_PB,CUMPLE_CON_MN,CUMPLE_CON_FE
3,POZO LA LOMA,CUENCAS CENTRALES DEL NORTE,DURANGO,SAN JUAN DEL RIO,SAN JUAN DEL RIO,POZO,-104.45502,24.78616,330.69,499,414.6667,2.2834,170.2112,1,2.921325,0.009,0.0029,0.0049,0.00049,0.0049,0.0014,0.024,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
3,POZO ATOTONILCO - DURANGO,CUENCAS CENTRALES DEL NORTE,DURANGO,SAN JUAN DEL RIO,SAN JUAN DEL RIO,POZO,-104.48885,24.84292,527.79,858,632.2,1.693,81.1472,1,0.673071,0.009,0.0029,0.0049,0.00049,0.0049,0.0014,0.024,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1
3,POZO JOSE Ma. PATONI,CUENCAS CENTRALES DEL NORTE,DURANGO,SAN JUAN DEL RIO,SAN JUAN DEL RIO,POZO,-104.45044,24.87891,310.98,598,456.4,12.2933,19,1,3.902281,0.033,0.0029,0.0071,0.00049,0.0049,0.0014,0.024,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1
3,POZO NOGALES,CUENCAS CENTRALES DEL NORTE,DURANGO,CONETO DE COMONFORT,SAN JUAN DEL RIO,POZO,-104.72531,24.98567,260.61,433,417.8,0.8818,215.7328,20,10.391473,0.057,0.0029,0.0192,0.00049,0.0049,0.0014,0.0786,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
1,POZO MELCHOR OCAMPO,PACIFICO NORTE,DURANGO,NUEVO IDEAL,VALLE DE SANTIAGUILLO,POZO,-104.85949,24.93752,149.85,205,335.2,0.9051,96.9808,1,1.712668,0.0135,0.0029,0.0049,0.00049,0.0049,0.0014,0.0281,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,POZO FUENTE DEL LLANO,PACIFICO NORTE,DURANGO,NUEVO IDEAL,VALLE DE SANTIAGUILLO,POZO,-104.86008,24.84937,194.25,320,432.6,0.8714,122.7104,1,8.086884,0.0239,0.0029,0.0049,0.00049,0.0049,0.4954,0.0561,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
1,POZO CIENEGA ESCOBAR,CUENCAS CENTRALES DEL NORTE,DURANGO,TEPEHUANES,MATALOTES-EL ORO,POZO,-105.74362,25.61184,186.15,362,376.6667,0.3603,211.7744,1,1.960603,0.009,0.0029,0.0049,0.00049,0.0049,0.0014,0.024,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,POZO LAS CUESTAS,CUENCAS CENTRALES DEL NORTE,DURANGO,PEÑON BLANCO,PEÑON BLANCO,POZO,-104.01215,24.78359,196.005,470,291.8,1.9166,159.568,1,1.380659,0.0652,0.0029,0.0049,0.00049,0.0049,0.0014,0.024,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1
3,POZO MIGUEL NEGRETE,PACIFICO NORTE,DURANGO,NUEVO IDEAL,VALLE DE SANTIAGUILLO,POZO,-104.98288,25.00915,186.48,470,463.6,0.5163,180.1072,1,11.125745,0.009,0.0029,0.0049,0.00049,0.0049,0.0014,0.024,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
3,POZO NUEVO IDEAL I,PACIFICO NORTE,DURANGO,NUEVO IDEAL,VALLE DE SANTIAGUILLO,POZO,-105.05289,24.90358,154.29,241,199.8,2.4062,19,1,0.65567,0.0931,0.0029,0.0049,0.00049,0.0049,0.0014,0.024,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1
1,LAS MARGARITAS - DURANGO,CUENCAS CENTRALES DEL NORTE,DURANGO,SANTIAGO PAPASQUIARO,VALLE DE SANTIAGUILLO,POZO,-105.19465,25.07573,168.72,222,247.2,0.4202,104.8976,1,0.50511,0.0106,0.0029,0.0049,0.00049,0.0049,0.0014,0.024,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,POZO CANATLAN,PACIFICO NORTE,DURANGO,CANATLAN,VALLE DE CANATLAN,POZO,-104.77643,24.53437,120.99,347,213,3.9907,49.8,1,0.661773,0.0502,0.0029,0.0049,0.00049,0.0049,0.0014,0.024,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1
3,POZO FRANCISCO I. MADERO,PACIFICO NORTE,DURANGO,PANUCO DE CORONADO,MADERO-VICTORIA,POZO,-104.32395,24.4068,167.535,263,453.8,2.4702,96.9808,1,1.449304,0.009,0.0029,0.0049,0.00049,0.0049,0.0014,0.024,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
3,POZO GUADALUPE VICTORIA,PACIFICO NORTE,DURANGO,GUADALUPE VICTORIA,MADERO-VICTORIA,POZO,-104.12454,24.45596,166.44,355,256.4,1.5103,129.649,10,2.862753,0.009,0.0029,0.0049,0.00049,0.0049,0.0018,0.0893,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
1,POZO CIENEGUILLA,PACIFICO NORTE,DURANGO,POANAS,VICENTE GUERRERO-POANAS,POZO,-104.04673,24.05253,192.72,454,303.4,1.1938,141.6166,1,7.556331,0.009,0.0029,0.0049,0.00049,0.0049,0.0014,0.024,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,POZO VILLA UNION 3,PACIFICO NORTE,DURANGO,POANAS,VICENTE GUERRERO-POANAS,POZO,-104.05328,23.98723,406.245,742,477.2,3.4757,243.3412,1,3.962382,0.009,0.0029,0.0049,0.00049,0.0049,0.0022,0.024,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1
1,POZO VILLA UNION,CUENCAS CENTRALES DEL NORTE,DURANGO,HIDALGO,LA ZARCA-REVOLUCION,POZO,-104.70206,25.69755,298.35,624,412.8,0.6899,283.7406,1,5.535614,0.009,0.0029,0.0049,0.00049,0.0049,0.0016,0.024,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,POZO LA ESPERANZA,CUENCAS CENTRALES DEL NORTE,DURANGO,HIDALGO,LA ZARCA-REVOLUCION,POZO,-104.82782,25.86359,214.37,1081,741.2,1.288,154.7676,1,0.040054,0.009,0.0029,0.0049,0.00049,0.0049,0.0106,0.104,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,POZO LAS DROGAS,CUENCAS CENTRALES DEL NORTE,DURANGO,EL ORO,MATALOTES-EL ORO,POZO,-105.36349,25.97,410.7,602,668.4,0.5241,469.0704,1,0.019,0.027,0.0029,0.0049,0.00049,0.0049,0.0845,0.632,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0
3,POZO PUERTO PINTO,CUENCAS CENTRALES DEL NORTE,DURANGO,EL ORO,MATALOTES-EL ORO,POZO,-105.37875,25.96688,543.9,1140,966.6,2.6454,281.0464,1,0.581365,0.0334,0.0029,0.0049,0.0013,0.0049,0.0014,0.024,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1
3,POZO SAN BERNARDO,CUENCAS CENTRALES DEL NORTE,DURANGO,SAN BERNARDO,MATALOTES-EL ORO,POZO,-105.50631,25.9907,154.78,338,280.6,4.6166,32.7393,1,2.382666,0.0376,0.0029,0.0049,0.00049,0.0049,0.0014,0.024,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1
3,POZO 5 DE JULIO,CUENCAS CENTRALES DEL NORTE,DURANGO,SAN BERNARDO,MATALOTES-EL ORO,POZO,-105.4951,26.0371,211.46,388,307,0.7391,152.7834,1,0.750463,0.028,0.0029,0.0049,0.00049,0.0049,0.0014,0.024,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
3,POZO SARDINAS,CUENCAS CENTRALES DEL NORTE,DURANGO,SAN BERNARDO,MATALOTES-EL ORO,POZO,-105.56483,26.08627,203.83,416,306.2,1.2584,126.9888,31,2.379769,0.0281,0.0029,0.0049,0.00049,0.0049,0.0014,0.024,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
2,POZO PUERTA DE CABRERA,CUENCAS CENTRALES DEL NORTE,DURANGO,INDE,CABRERA,POZO,-105.25206,26.05124,166.855,440,247.2,0.7008,138.894,331,1.42116,0.009,0.0029,0.0094,0.00049,0.0049,0.0175,0.6017,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
1,POZO EJ. REVOLUCION,CUENCAS CENTRALES DEL NORTE,DURANGO,HIDALGO,REVOLUCION,POZO,-105.10002,26.20266,197.795,400,255.8,0.3829,152.7834,1,0.535294,0.0208,0.0029,0.0049,0.00049,0.0049,0.0029,0.0608,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,POZO VILLA HIDALGO,CUENCAS CENTRALES DEL NORTE,DURANGO,HIDALGO,SAN FERMIN,POZO,-104.91611,26.25007,331.5,877,625.8,1.0355,275.8038,880,11.539281,0.0226,0.0029,0.0049,0.00049,0.0049,0.0231,0.024,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
1,POZO LAS NIEVES,CUENCAS CENTRALES DEL NORTE,DURANGO,OCAMPO,CABRERA-OCAMPO,POZO,-105.38731,26.39792,239.76,384,371.6,1.1935,148.44,1,2.548805,0.0122,0.0029,0.0049,0.00049,0.0049,0.0014,0.024,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,POZO DE PARQUE INDUSTRIAL TOLUCA 2000,LERMA SANTIAGO PACIFICO,MEXICO,TOLUCA,VALLE DE TOLUCA,POZO,-99.636214,19.265198,108.87,262,204,0.9572,201.31,40,0.019,0.009,0.0029,0.0049,0.00049,0.0049,0.0014,0.024,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,SAN ANTONIO ABAD,LERMA SANTIAGO PACIFICO,MEXICO,TOLUCA,VALLE DE TOLUCA,POZO,-99.565228,19.309457,141,513,396,0.345,163,1,0.029,0.009,0.0029,0.0049,0.0006,0.0049,0.0021,0.0259,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,POZO SANTA MARIA CANCHESDA,LERMA SANTIAGO PACIFICO,MEXICO,TEMASCALCINGO,IXTLAHUACA-ATLACOMULCO,POZO,-100.055556,19.853333,119,300,198,0.19,82,1,0.019,0.009,0.0029,0.0049,0.00049,0.0049,0.0035,0.0772,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,SITIO No. 11 NORIA IMSS,LERMA SANTIAGO PACIFICO,MEXICO,ZINACANTEPEC,VALLE DE TOLUCA,NORIA,-99.733256,19.290975,188.14,481,420,1.4547,355.25,210,3.9254,0.009,0.0029,0.0049,0.00049,0.0049,0.00212,0.2347,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,POZO TIC TI,LERMA SANTIAGO PACIFICO,MEXICO,ATLACOMULCO,IXTLAHUACA-ATLACOMULCO,POZO,-99.89711,19.80764,111.74,254,220,0.8101,268.41,40,0.2653,0.009,0.0029,0.0049,0.00049,0.0049,0.0014,0.0888,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,POZO 5. LAS FUENTES,LERMA SANTIAGO PACIFICO,MEXICO,ATLACOMULCO,IXTLAHUACA-ATLACOMULCO,POZO,-99.88533,19.80016,198.64,231,312,0.7575,398.67,1,0.0417,0.009,0.0029,0.0049,0.00049,0.0049,0.0014,0.09158,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,POZO DE INYECCION MACROPLANTA TOLUCA NORTE,LERMA SANTIAGO PACIFICO,MEXICO,TOLUCA,VALLE DE TOLUCA,POZO,-99.57123,19.37737,126.06,308,152,0.19,226.96,40,0.0368,0.009,0.0029,0.0049,0.00049,0.0049,0.0014,0.40793,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
1,POZO TECOAC ATLACOMULCO,LERMA SANTIAGO PACIFICO,MEXICO,ATLACOMULCO,IXTLAHUACA-ATLACOMULCO,POZO,-99.8446,19.77544,257.85,580,428,0.8621,380.9,1,0.0789,0.009,0.0029,0.0049,0.00049,0.0049,0.0014,0.08325,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,POZO CERVECERIA CUAUHTEMOC MOCTEZUMA S.A. DE C.V,LERMA SANTIAGO PACIFICO,MEXICO,METEPEC,VALLE DE TOLUCA,POZO,-99.5944,19.28808,93.59,205,208,0.5387,213.15,1,3.6081,0.009,0.0029,0.0049,0.00049,0.0049,0.0014,0.14458,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,POZO NUM. 37 OPERADO POR APAS METEPEC,LERMA SANTIAGO PACIFICO,MEXICO,METEPEC,VALLE DE TOLUCA,POZO,-99.61376,19.24489,149.94,284,176,0.3568,126.31,40,2.2109,0.009,0.0029,0.0049,0.00049,0.0049,0.0014,0.0298,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,POZO CUATRO SURCOS SANTA MARIA RAYON,LERMA SANTIAGO PACIFICO,MEXICO,RAYON,VALLE DE TOLUCA,POZO,-99.58713,19.15112,70.67,217,184,0.4307,96.71,40,1.3703,0.009,0.0029,0.0049,0.00049,0.0049,0.00193,0.13149,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,POZO AHUATENCO,LERMA SANTIAGO PACIFICO,MEXICO,TIANGUISTENCO,VALLE DE TOLUCA,POZO,-99.45879,19.13199,71.94,,167.4,0.266,45.517,1,1.248202,0.009,0.0029,0.0049,0.00049,0.0049,0.005,0.024,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
3,POZO ALAMEDA TENANCINGO,BALSAS,MEXICO,TENANCINGO,TENANCINGO,POZO,-99.58578,18.96333,392.4,966,632.8,0.406,286.955,1,0.045367,0.009,0.0029,0.0049,0.00049,0.0135,0.2073,4.297,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
3,MANANTIAL EL BORBOLLON,LERMA SANTIAGO PACIFICO,MEXICO,TEMASCALCINGO,IXTLAHUACA-ATLACOMULCO,MANANTIAL,-100.102953,20.02582,532.89,14350,2452,1.5566,1081.53,1,0.7703,0.009,0.0029,0.0049,0.00049,0.0049,0.4796,0.8647,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0
3,IRAPUATO-VALLE 2,LERMA SANTIAGO PACIFICO,GUANAJUATO,SALAMANCA,IRAPUATO-VALLE,POZO,-101.19775,20.57098,315,837,800,3.07,35,1,0.027,0.0546,0.0029,0.0099,0.0005,0.0049,0.0374,0.0759,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1
3,BERUMBO,LERMA SANTIAGO PACIFICO,GUANAJUATO,ABASOLO,PENJAMO-ABASOLO,POZO,-101.63174,20.34876,202,730,502,4.725,40,1,0.042,0.012,0.0029,0.007,0.00049,0.0049,0.0021,0.024,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
3,LA CANOA,LERMA SANTIAGO PACIFICO,GUANAJUATO,ABASOLO,PENJAMO-ABASOLO,POZO,-101.5999,20.49238,307,1027,660,3.01,69,23,0.112,0.074,0.0029,0.0049,0.00049,0.0049,0.0061,0.024,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1
1,COL. RANCHO NUEVO,LERMA SANTIAGO PACIFICO,GUANAJUATO,APASEO EL GRANDE,VALLE DE CELAYA,POZO,-100.74664,20.52136,249,760,506,1.38,175,1,0.163,0.009,0.0029,0.006,0.00049,0.0049,0.0021,0.024,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,RANCHO NUEVO,LERMA SANTIAGO PACIFICO,GUANAJUATO,APASEO EL GRANDE,VALLE DE CELAYA,POZO,-100.74094,20.52867,424,1472,896,1.09,343,1,0.105,0.009,0.0029,0.007,0.00049,0.0049,0.0019,0.024,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,RODEO DE AYALA,LERMA SANTIAGO PACIFICO,GUANAJUATO,PENJAMO,PENJAMO-ABASOLO,POZO,-101.62505,20.48533,248,934,556,3.295,26,4,0.037,0.06,0.0029,0.0049,0.00049,0.0049,0.0846,0.0291,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1
3,18 DE MARZO,LERMA SANTIAGO PACIFICO,GUANAJUATO,CUERAMARO,PENJAMO-ABASOLO,POZO,-101.60165,20.53083,301.125,1236,640.8,3.6931,19,20,0.49804,0.1753,0.0029,0.0049,0.00049,0.0049,0.0014,0.0544,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1
3,BORDO BLANCO 2,LERMA SANTIAGO PACIFICO,GUANAJUATO,CUERAMARO,PENJAMO-ABASOLO,POZO,-101.60741,20.53592,650,2874,2174,1.72,870,240,0.019,0.051,0.0029,0.016,0.00049,0.0049,2.015,1.733,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0
3,SAN MIGUEL OCTOPAN,LERMA SANTIAGO PACIFICO,GUANAJUATO,CELAYA,VALLE DE CELAYA,POZO,-100.74847,20.57378,449,1619,1040,4.87,180,1,0.508,0.0242,0.0029,0.014,0.0006,0.0049,0.0446,0.0336,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1
3,CERRITO DE AGUA CALIENTE,LERMA SANTIAGO PACIFICO,GUANAJUATO,CUERAMARO,PENJAMO-ABASOLO,POZO,-101.5807,20.63809,768.69,,1784,3.3315,41.5632,31,0.278031,0.15,0.0029,0.0049,0.00049,0.0049,0.0345,0.0539,1,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1
1,SAPAL 2,LERMA SANTIAGO PACIFICO,GUANAJUATO,SAN FRANCISCO DEL RINCON,LA MURALLA,POZO,-101.71557,20.82194,238.65,650,375.6,1.1708,127.488,1,1.688472,0.009,0.0029,0.0049,0.00049,0.0049,0.0014,0.024,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,SAPAL 1 (POZO #1),LERMA SANTIAGO PACIFICO,GUANAJUATO,SAN FRANCISCO DEL RINCON,LA MURALLA,POZO,-101.71862,20.83033,217.56,664,390.3333,1.2737,127.488,1,1.774445,0.009,0.0029,0.0049,0.00049,0.0049,0.0017,0.0468,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,RANCHO NUEVO JESUS DEL MONTE,LERMA SANTIAGO PACIFICO,GUANAJUATO,SAN FRANCISCO DEL RINCON,LA MURALLA,POZO,-101.72489,20.9631,325.23,706,456.6667,1.0104,233.064,1720,9.061385,0.009,0.0029,0.0049,0.00049,0.0049,0.0014,0.024,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
3,J. REFUGIO MUÑOZ FRANCO,LERMA SANTIAGO PACIFICO,GUANAJUATO,SAN FRANCISCO DEL RINCON,RIO TURBIO,POZO,-101.78114,21.03844,552.78,4130,2905.6667,0.19,1195.2,218,32.462322,0.009,0.0029,0.005,0.00049,0.0049,0.0306,0.56,1,0,0,0,0,1,0,1,0,1,1,1,1,1,1,0
3,EJIDO PUERTA DE SAN GERMAN (NICASIO BECERRA),LERMA SANTIAGO PACIFICO,GUANAJUATO,LEON,VALLE DE LEON,POZO,-101.77142,21.04601,466.31,3900,3147.8,0.19,1257.9828,1,30.353236,0.0201,0.0029,0.0049,0.00049,0.0049,0.0014,0.0418,1,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1
1,ADOLFO MARIO ROMERO PADILLA,LERMA SANTIAGO PACIFICO,GUANAJUATO,LEON,VALLE DE LEON,POZO,-101.66885,21.0545,241.995,495,347.2,0.19,212.3094,557,4.41692,0.009,0.0029,0.0089,0.00049,0.0049,0.0021,0.1969,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,D.C. INDUSTRIAL POZO NUEVO,LERMA SANTIAGO PACIFICO,GUANAJUATO,LEON,VALLE DE LEON,POZO,-101.60686,21.07644,298.35,587,391.2,0.2833,283.7406,1,8.41619,0.009,0.0029,0.0049,0.00049,0.0049,0.0014,0.0657,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,EJIDO MONTE NUEVO,LERMA SANTIAGO PACIFICO,GUANAJUATO,LEON,VALLE DE LEON,POZO,-101.62457,20.95763,150.28,370,267.2,1.4785,121.0362,11199,4.393838,0.0139,0.0029,0.0049,0.00049,0.0049,0.0014,0.1042,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
2,POZO EL LINDERO,LERMA SANTIAGO PACIFICO,GUANAJUATO,SAN FELIPE,CUENCA ALTA DEL RIO LAJA,POZO,-101.23622,21.30496,144.3,337,251.6,0.5028,99.6,1,0.997002,0.009,0.0029,0.0051,0.00049,0.0049,0.0015,0.3015,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
3,COMUNIDAD SAN JOSE DE LA ESTACADA,LERMA SANTIAGO PACIFICO,GUANAJUATO,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,CUENCA ALTA DEL RIO LAJA,POZO,-100.71867,21.16993,764.66,1743,946.4,1.9417,61.5102,1,0.019,0.1916,0.0029,0.0049,0.00049,0.0049,0.0322,1.157,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0
3,RANCHO DE GUADALUPE 2,LERMA SANTIAGO PACIFICO,GUANAJUATO,SAN LUIS DE LA PAZ,LAGUNA SECA,POZO,-100.61406,21.28666,310.505,811,493.6,4.1785,19,110,0.241298,0.0949,0.0029,0.0049,0.00049,0.0049,0.0017,0.1623,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1
1,VIBORILLAS,LERMA SANTIAGO PACIFICO,GUANAJUATO,SAN JOSE ITURBIDE,DR. MORA-SAN JOSE DE ITURBIDE,POZO,-100.43322,21.08537,140.97,352,904.6667,1.3065,19,1,1.902045,0.0106,0.0029,0.0049,0.00049,0.0049,0.0014,0.0614,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,EL SALITRE - ITURBIDE,LERMA SANTIAGO PACIFICO,GUANAJUATO,SAN JOSE ITURBIDE,DR. MORA-SAN JOSE DE ITURBIDE,POZO,-100.45618,21.10395,157.62,437,681,1.6543,27.888,189,1.770209,0.009,0.0029,0.0049,0.00049,0.0049,0.003,0.1916,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
1,JAIME CONTRERAS,LERMA SANTIAGO PACIFICO,GUANAJUATO,ACAMBARO,LAGO DE CUITZEO,POZO,-100.94476,19.96578,176,922,720,0.614,325,93,0.147,0.009,0.0029,0.0049,0.00049,0.0049,0.0108,0.024,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,PRESIDENCIA MUNICIPAL DE ACAMBARO 1,LERMA SANTIAGO PACIFICO,GUANAJUATO,ACAMBARO,LAGO DE CUITZEO,POZO,-100.8494,19.99429,255,567,418,0.321,109,1,0.153,0.1663,0.0029,0.0049,0.00049,0.0049,0.0014,0.0492,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
1,PRESIDENCIA MUNICIPAL DE ACAMBARO 3,LERMA SANTIAGO PACIFICO,GUANAJUATO,ACAMBARO,VALLE DE ACAMBARO,POZO,-100.82738,20.09978,333,1197,662,0.333,379,1,0.991,0.009,0.0029,0.0049,0.0006,0.0049,0.003,0.024,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,MALAYAS 1,LERMA SANTIAGO PACIFICO,GUANAJUATO,ACAMBARO,VALLE DE ACAMBARO,POZO,-100.73109,20.02222,171,539,189,0.614,126,1,0.66,0.0125,0.0029,0.0049,0.00049,0.0049,0.0014,0.024,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,JUMAPAA 2,LERMA SANTIAGO PACIFICO,GUANAJUATO,ACAMBARO,VALLE DE ACAMBARO,POZO,-100.71377,20.04927,193,474,356,0.436,115,1,0.073,0.009,0.0029,0.0049,0.0008,0.0049,0.0014,0.024,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,PRESIDENCIA MUNICIPAL DE ACAMBARO 2,LERMA SANTIAGO PACIFICO,GUANAJUATO,ACAMBARO,VALLE DE ACAMBARO,POZO,-100.69376,20.00199,161,707,442,0.768,124,1,0.019,0.009,0.0029,0.0049,0.0006,0.0049,0.0098,0.0434,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,SALVATIERRA-ACAMBARO 1,LERMA SANTIAGO PACIFICO,GUANAJUATO,SALVATIERRA,SALVATIERRA-ACAMBARO,POZO,-100.87295,20.22812,298,787,540,0.408,160,1,0.163,0.009,0.0029,0.006,0.00049,0.0049,0.0064,0.024,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,SAN JOSE,LERMA SANTIAGO PACIFICO,GUANAJUATO,URIANGATO,CIENEGA PRIETA-MOROLEON,POZO,-101.17033,20.09883,243,582,387,0.321,157,1,0.019,0.0167,0.0029,0.0049,0.0006,0.0049,0.398,0.4271,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
1,LAS PEÑAS,LERMA SANTIAGO PACIFICO,GUANAJUATO,MOROLEON,CIENEGA PRIETA-MOROLEON,POZO,-101.24153,20.10117,304,804,576,0.805,160,1,0.996,0.009,0.0029,0.0049,0.00049,0.0049,0.0026,0.024,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,FIDEL TELLEZ SAMANO,LERMA SANTIAGO PACIFICO,GUANAJUATO,URIANGATO,CIENEGA PRIETA-MOROLEON,POZO,-101.14751,20.08219,414,1283,876,0.556,228,7,0.021,0.066,0.0029,0.0049,0.0006,0.0049,0.3015,0.426,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0
1,SALVATIERRA-ACAMBARO 3,LERMA SANTIAGO PACIFICO,GUANAJUATO,TARIMORO,SALVATIERRA-ACAMBARO,POZO,-100.75557,20.31771,182,469,308,0.219,142,1,0.534,0.009,0.0029,0.0049,0.00049,0.0049,0.0345,0.1661,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,VALLE DE LA CUEVITA 1,LERMA SANTIAGO PACIFICO,GUANAJUATO,JERECUARO,VALLE DE LA CUEVITA,POZO,-100.6114,20.30137,149,360,258,0.654,56,1,0.086,0.009,0.0029,0.01,0.0005,0.0049,0.0014,0.024,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,VALLE DE LA CUEVITA 3,LERMA SANTIAGO PACIFICO,GUANAJUATO,JERECUARO,VALLE DE LA CUEVITA,POZO,-100.47076,20.36399,200,473,320,0.619,131,1,0.09,0.009,0.0029,0.0161,0.0006,0.0049,0.0023,0.0343,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,JAUREGUI POZO NUEVO,LERMA SANTIAGO PACIFICO,GUANAJUATO,CELAYA,VALLE DE CELAYA,POZO,-100.73115,20.58675,377.775,1244,1088.6667,1.0576,279.0672,135,5.73937,0.009,0.0029,0.0049,0.00049,0.0049,0.003,0.2256,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,SAN ISIDRO DE LA CONCEPCION,LERMA SANTIAGO PACIFICO,GUANAJUATO,CELAYA,VALLE DE CELAYA,POZO,-100.78609,20.62644,317.55,678,438,0.4702,199.8992,1,0.490224,0.009,0.0029,0.0049,0.00049,0.0049,0.3843,0.0387,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
